"species_search"	"decimalLongitude"	"decimalLatitude"
"Proprioseiopsis sororculus"	12	51
"Proprioseiopsis tenax"	-61.286078	10.692357
"Proprioseiopsis tenax"	-61.53977	16.19759
"Proprioseiopsis tenax"	-61.53977	16.19759
"Proprioseiopsis tenax"	-61.53977	16.19759
"Proprioseiopsis terrestris"	-115.106	67.8157
"Proprioseiopsis terrestris"	-94.1206	58.7658
"Proprioseiopsis terrestris"	-94.1206	58.7658
"Proprioseiopsis terrestris"	-94.2169	58.7977
"Proprioseiopsis terrestris"	-94.217	58.798
"Proprioseiopsis terrestris"	-94.2169	58.7977
"Proprioseiopsis terrestris"	-94.2169	58.7977
"Proprioseiopsis terrestris"	-94.2169	58.7977
"Proprioseiopsis terrestris"	-93.8296	58.6184
"Proprioseiopsis umidus"	22.834648	60.143137
"Proprioseiopsis umidus"	22.993635	60.272961
"Proprioseiopsis umidus"	13	53
"Proprioseiopsis umidus"	13	53
"Proprioseiopsis umidus"	13	52
"Proprioseiopsis vulgaris"	52.5	29.6
"Proprioseiopsis vulgaris"	52.5	29.6
"Proprioseiopsis vulgaris"	52.5	29.6
"Proprioseiulus darwinensis"	145.43	-16.23
"Proprioseius mirandai"	-104.89569	21.50951
"Proprioseius retroacuminatus"	-47.88	-24.72
"Proprioseius retroacuminatus"	-47.88	-24.72
"Proprioseius retroacuminatus"	-47.88	-24.72
"Quadromalus colombiensis"	-61.65	16.2
"Quadromalus colombiensis"	-61.53977	16.19759
"Quadromalus colombiensis"	-61.53977	16.19759
"Quadromalus colombiensis"	-61.53977	16.19759
"Ricoseius loxocheles"	-66.166	18.11191
"Ricoseius loxocheles"	-61.53977	16.19759
"Ricoseius loxocheles"	-47.8229003	-21.91437
"Ricoseius loxocheles"	-47.7885022	-21.6040692
"Ricoseius loxocheles"	-61.53977	16.19759
"Ricoseius loxocheles"	-61.53977	16.19759
"Scapulaseius heidrunae"	145.58	-17.27
"Scapulaseius heidrunae"	145.52	-17.32
"Scapulaseius markwelli"	145.77	-17.62
"Scapulaseius markwelli"	145.28	-16.58
"Scapulaseius okinawanus"	104.691	38.0733
"Scapulaseius reptans"	55.53241	-21.13317
"Scapulaseius reptans"	55.53241	-21.13317
"Scapulaseius reptans"	55.53241	-21.13317
"Tenorioseius macrosetae"	-80.57	28
"Transeius aciculus"	-61.39968	10.63945
"Transeius aciculus"	-61.01929	14.65485
"Transeius aciculus"	-61.53977	16.19759
"Transeius aciculus"	-61.01929	14.65485
"Transeius aciculus"	-61.01929	14.65485
"Transeius aciculus"	-61.53977	16.19759
"Transeius aciculus"	-61.53977	16.19759
"Transeius bellottii"	-50.2937152	-20.4740597
"Transeius wainsteini"	13	52
"Transeius wainsteini"	13	52
"Transeius wainsteini"	13	52
"Transeius wainsteini"	13	52
"Transeius wainsteini"	13	52
"Transeius wainsteini"	13	52
"Transeius maelliae"	55.53241	-21.13317
"Transeius maelliae"	55.53241	-21.13317
"Transeius maelliae"	55.53241	-21.13317
"Transeius volgini"	65.04	57.04
"Transeius mariae-angeae"	-61.53977	16.19759
"Transeius mariae-angeae"	-61.53977	16.19759
"Transeius mariae-angeae"	-61.53977	16.19759
"Transeius mickaeli"	55.53241	-21.13317
"Transeius mickaeli"	55.53241	-21.13317
"Transeius mickaeli"	55.53241	-21.13317
"Transeius proximus"	65.57	57.02
"Transeius rufus"	-61.15	14.8
"Transeius rufus"	-61.01929	14.65485
"Transeius rufus"	-61.01929	14.65485
"Transeius rufus"	-61.01929	14.65485
"Transeius soniae"	55.53241	-21.13317
"Transeius soniae"	55.53241	-21.13317
"Transeius soniae"	55.53241	-21.13317
"Transeius terminatus"	-61.01929	14.65485
"Transeius terminatus"	-61.01929	14.65485
"Transeius terminatus"	-61.01929	14.65485
"Typhlodromalus aripo"	-50.3401147	-20.9212599
"Typhlodromalus aripo"	-49.9240098	-20.0787604
"Typhlodromalus aripo"	-49.3018085	-21.0537648
"Typhlodromalus aripo"	-49.3018085	-21.0537648
"Typhlodromalus aripo"	-50.2937152	-20.4740597
"Typhlodromalus aripo"	-48.5376072	-21.6210674
"Typhlodromalus aripo"	-49.280709	-20.9254625
"Typhlodromalus aripo"	-48.9154085	-21.2290653
"Typhlodromalus aripo"	-48.9154085	-21.2290653
"Typhlodromalus aripo"	-48.6315063	-21.4446676
"Typhlodromalus aripo"	-48.6315063	-21.4446676
"Typhlodromalus aripo"	-40.56	-11.72
"Typhlodromalus aripo"	-49.3504072	-20.833763
"Typhlodromalus aripo"	-81.59	28.57
"Typhlodromalus aripo"	-61.53977	16.19759
"Typhlodromalus aripo"	-61.53977	16.19759
"Typhlodromalus aripo"	-61.53977	16.19759
"Typhlodromalus aripo"	-47.4743001	-21.939371
"Typhlodromalus aripo"	-47.8229003	-21.91437
"Typhlodromalus aripo"	-47.7885022	-21.6040692
"Typhlodromalus etiennei"	55.53241	-21.13317
"Typhlodromalus etiennei"	55.53241	-21.13317
"Typhlodromalus etiennei"	55.53241	-21.13317
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-79.1897	43.8223
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-79.2738	43.1129
"Typhlodromalus peregrinus"	-79.2738	43.1129
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-79.2738	43.1129
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-78.167	38.892
"Typhlodromalus peregrinus"	-96.63	31.31
"Typhlodromalus peregrinus"	-96.63	31.31
"Typhlodromalus peregrinus"	-96.63	31.31
"Typhlodromalus peregrinus"	-80.33	27.45
"Typhlodromalus peregrinus"	-61.53977	16.19759
"Typhlodromalus peregrinus"	-61.53977	16.19759
"Typhlodromalus peregrinus"	-61.53977	16.19759
"Typhlodromalus peregrinus"	-61.01929	14.65485
"Typhlodromalus peregrinus"	-61.01929	14.65485
"Typhlodromalus peregrinus"	-61.01929	14.65485
"Typhlodromalus spinosus"	1.17453	46.7881
"Typhlodromalus spinosus"	1.17453	46.7881
"Typhlodromalus spinosus"	55.53241	-21.13317
"Typhlodromalus spinosus"	55.53241	-21.13317
"Typhlodromalus spinosus"	55.53241	-21.13317
"Typhlodromina tropica"	175.334	-37.802
"Typhlodromina conspicua"	-81.312	42.978
"Typhlodromina conspicua"	-82.529	41.964
"Typhlodromina conspicua"	-82.529	41.964
"Typhlodromina conspicua"	-81.8271	43.2699
"Typhlodromina conspicua"	-81.6417	43.7299
"Typhlodromina conspicua"	-81.8271	43.2699
"Typhlodromina conspicua"	-62.634	45.567
"Typhlodromina conspicua"	-77.1924	44.8957
"Typhlodromina eharai"	-123.309	48.795
"Typhlodromina eharai"	-125.647	49.027
"Typhlodromina eharai"	-123.309	48.795
"Typhlodromina eharai"	-123.309	48.795
"Typhlodromina eharai"	-123.429	48.673
"Typhlodromina subtropica"	-61.01929	14.65485
"Typhlodromina subtropica"	-47.6282033	-22.7087729
"Typhlodromina subtropica"	-61.53977	16.19759
"Typhlodromina subtropica"	-61.53977	16.19759
"Typhlodromina subtropica"	-61.01929	14.65485
"Typhlodromina subtropica"	-61.53977	16.19759
"Typhlodromina subtropica"	-61.01929	14.65485
"Typhlodromips alpicola"	143.05	46.51
"Typhlodromips alpicola"	143.05	46.51
"Typhlodromips amilus"	-61.65	16.2
"Typhlodromips amilus"	-61.286078	10.692357
"Typhlodromips amilus"	-61.39968	10.63945
"Typhlodromips amilus"	-61.53977	16.19759
"Typhlodromips amilus"	-61.53977	16.19759
"Typhlodromips amilus"	-61.53977	16.19759
"Typhlodromips driggeri"	-77.1922	45.2561
"Typhlodromips driggeri"	-77.1922	45.2561
"Typhlodromips driggeri"	-79.162	43.811
"Typhlodromips driggeri"	-65.2455	44.4066
"Typhlodromips driggeri"	-65.2455	44.4066
"Typhlodromips driggeri"	-65.2455	44.4066
"Typhlodromips driggeri"	-75.865	44.475
"Typhlodromips auratus"	-59	5
"Typhlodromips cinchonai"	88.56694	27.12139
"Typhlodromips confertus"	-93.11451	16.75469
"Typhlodromips dentilis"	-80.209671	25.814076
"Typhlodromips dillus"	-78.5	40.09
"Typhlodromips simplicissimus"	-96.933592	18.884014
"Typhlodromips fordycei"	-96.16831	19.19684
"Typhlodromips friendsi"	-61.455278	10.591389
"Typhlodromips shi"	45.14743	-12.8206
"Typhlodromips shi"	45.14743	-12.8206
"Typhlodromips jurmoensis"	21.2	59.8
"Typhlodromips mangleae"	-47.4743001	-21.939371
"Typhlodromips mangleae"	-47.8229003	-21.91437
"Typhlodromips mangleae"	-47.7885022	-21.6040692
"Typhlodromips quaesitus"	142.46	46.56
"Typhlodromips sabali"	-80.86	28.71
"Typhlodromips sabali"	-80.58	27.21
"Typhlodromips sabali"	-80.58	27.21
"Typhlodromips sabali"	-80.58	27.21
"Typhlodromips sabali"	-105.1	22.86667
"Typhlodromips scleroticus"	-59	5
"Typhlodromips scleroticus"	-53.23477	3.92404
"Typhlodromips scleroticus"	-53.23477	3.92404
"Typhlodromips sessor"	-83.485153	42.221622
"Typhlodromips sessor"	-86.0514	42.2192
"Typhlodromus aestivalis"	3.38329	48.45673
"Typhlodromus aestivalis"	3.38329	48.45673
"Typhlodromus aestivalis"	3.38329	48.45673
"Typhlodromus algonquinensis"	88.24	50.04
"Typhlodromus algonquinensis"	10.78	62.275
"Typhlodromus bagdasarjani"	51.39	35.71
"Typhlodromus bakeri"	-124.401	49.349
"Typhlodromus bakeri"	-124.401	49.349
"Typhlodromus bakeri"	-124.401	49.349
"Typhlodromus bakeri"	-124.401	49.349
"Typhlodromus bakeri"	-124.401	49.349
"Typhlodromus bakeri"	-123.43	48.5197
"Typhlodromus bakeri"	-123.43	48.5197
"Typhlodromus bakeri"	-123.14	49.301
"Typhlodromus bakeri"	-123.309	48.795
"Typhlodromus bakeri"	13.06667	55.65
"Typhlodromus bakeri"	13.36667	56.01667
"Typhlodromus bakeri"	13.19778	55.97833
"Typhlodromus bakeri"	13.19778	55.97833
"Typhlodromus bakeri"	13.19778	55.97833
"Typhlodromus bakeri"	13.19778	55.97833
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	55.4	37.3
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	11.915199	49.848916
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	5.8	49.6
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	11.915199	49.848916
"Typhlodromus bakeri"	11.915199	49.848916
"Typhlodromus bakeri"	-1.5	43.4
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	9.24894	48.749019
"Typhlodromus bakeri"	-76.8	39.05
"Typhlodromus bakeri"	15.967222	46.47861
"Typhlodromus bakeri"	-76.8	39.05
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	14.6925	56.46278
"Typhlodromus bakeri"	13	52
"Typhlodromus bakeri"	13	52
"Typhlodromus bakeri"	12	50
"Typhlodromus bakeri"	13	52
"Typhlodromus egypticus"	-80.26838	25.72149
"Typhlodromus bengalensis"	88.346115	22.980001
"Typhlodromus brisbanensis"	152.98	-27.87
"Typhlodromus brisbanensis"	152.98	-27.87
"Typhlodromus brisbanensis"	152.98	-27.87
"Typhlodromus brisbanensis"	152.8	-26.63
"Typhlodromus brisbanensis"	152.8	-26.63
"Typhlodromus brisbanensis"	152.8	-26.63
"Typhlodromus brisbanensis"	152.8	-26.63
"Typhlodromus brisbanensis"	152.8	-26.63
"Typhlodromus brisbanensis"	152.8	-26.63
"Typhlodromus brisbanensis"	152.45	-27.48
"Typhlodromus brisbanensis"	146.18	-18.93
"Typhlodromus bulbose"	88.346115	22.980001
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	4.15825	49.70244
"Typhlodromus caucasicus"	10.407	59.058
"Typhlodromus caucasicus"	13.06667	55.65
"Typhlodromus caucasicus"	14.6925	56.46278
"Typhlodromus caucasicus"	10.792	59.664
"Typhlodromus caudiglans"	7.57	43.97
"Typhlodromus caudiglans"	11.481	63.792
"Typhlodromus cryptus"	0.69	39.89
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.631195	-34.968109
"Typhlodromus doreenae"	138.631195	-34.968109
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	140.566696	-34.450001
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.766693	-35.283333
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.766693	-35.283333
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.766693	-35.283333
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	140.833298	-37.283333
"Typhlodromus doreenae"	138.883301	-34.833332
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.631195	-34.968109
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	140.566696	-34.450001
"Typhlodromus doreenae"	138.766693	-35.283333
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.766693	-35.283333
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus doreenae"	138.833328	-34.916672
"Typhlodromus dossei"	145.38	-17.38
"Typhlodromus dossei"	115.87	-31.82
"Typhlodromus dossei"	145.3	-37.88
"Typhlodromus dossei"	145.13	-37.9
"Typhlodromus dossei"	138.833328	-35.166668
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus dossei"	138.833328	-34.916672
"Typhlodromus foenilis"	0.69	39.89
"Typhlodromus georgicus"	7.55	43.98
"Typhlodromus suecicus"	13.086	65.932
"Typhlodromus suecicus"	29.243	69.147
"Typhlodromus growiae"	45.14743	-12.8206
"Typhlodromus growiae"	45.14743	-12.8206
"Typhlodromus halinae"	29.243	69.147
"Typhlodromus haramotoi"	145.47	-16.48
"Typhlodromus haramotoi"	143.37	-12.62
"Typhlodromus haramotoi"	145.48	-16.58
"Typhlodromus haramotoi"	145.47	-16.12
"Typhlodromus haramotoi"	145.47	-16.12
"Typhlodromus haramotoi"	153.1	-26.23
"Typhlodromus inopinatus"	29.243	69.147
"Typhlodromus inopinatus"	29.243	69.147
"Typhlodromus invectus"	36	34.2
"Typhlodromus kazachstanicus"	88.41	49.58
"Typhlodromus kazachstanicus"	88.41	49.58
"Typhlodromus juniperi"	-98.261989	26.071839
"Typhlodromus levis"	-79.4396	43.7177
"Typhlodromus levis"	-80.3747	43.3908
"Typhlodromus levis"	10.383	63.405
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-80.229	43.528
"Typhlodromus levis"	-123.429	48.673
"Typhlodromus levis"	7.249197	50.748791
"Typhlodromus levis"	13.83	55.58
"Typhlodromus levis"	-81.93	40.72
"Typhlodromus levis"	8.748999	49.348947
"Typhlodromus levis"	11	52
"Typhlodromus levis"	11	52
"Typhlodromus levis"	13	52
"Typhlodromus levis"	11	52
"Typhlodromus levis"	14	53
"Typhlodromus levis"	13	52
"Typhlodromus levis"	13	54
"Typhlodromus lobatus"	57.48639	-20.478334
"Typhlodromus lobatus"	45.14743	-12.8206
"Typhlodromus lobatus"	57.491943	-20.368055
"Typhlodromus lobatus"	45.14743	-12.8206
"Typhlodromus microbullatus"	45.14743	-12.8206
"Typhlodromus microbullatus"	45.14743	-12.8206
"Typhlodromus montanus"	-115.249	67.796
"Typhlodromus montanus"	-115.249	67.796
"Typhlodromus montanus"	85.6	51.04
"Typhlodromus montanus"	-104.925	69.219
"Typhlodromus montanus"	-105.063	69.132
"Typhlodromus montanus"	-105.063	69.132
"Typhlodromus montanus"	-104.926	69.219
"Typhlodromus montanus"	-104.926	69.219
"Typhlodromus montanus"	-104.926	69.2187
"Typhlodromus montanus"	-104.926	69.219
"Typhlodromus montanus"	-104.926	69.219
"Typhlodromus montanus"	-104.924	69.2178
"Typhlodromus montanus"	-104.926	69.2187
"Typhlodromus montanus"	-104.926	69.2187
"Typhlodromus montanus"	-140.155	69.162
"Typhlodromus ndibu"	55.53241	-21.13317
"Typhlodromus ndibu"	55.53241	-21.13317
"Typhlodromus ndibu"	55.53241	-21.13317
"Typhlodromus ndibu"	11	51
"Typhlodromus nodosella"	-62.634	45.567
"Typhlodromus nodosella"	-94.124	58.718
"Typhlodromus nodosella"	-94.2294	58.6258
"Typhlodromus nodosella"	-94.2294	58.6258
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus occiduus"	13	52
"Typhlodromus ornatus"	-47.4743001	-21.939371
"Typhlodromus parinopinatus"	85.6	51.04
"Typhlodromus transvaalensis"	-47.067222	-22.870278
"Typhlodromus transvaalensis"	-83.04	40
"Typhlodromus transvaalensis"	-83.02	40
"Typhlodromus transvaalensis"	-83.04	40
"Typhlodromus transvaalensis"	-83.04	40
"Typhlodromus transvaalensis"	-83.04	40
"Typhlodromus transvaalensis"	-83.04	40
"Typhlodromus transvaalensis"	-83.02	40
"Typhlodromus transvaalensis"	-83.04	40
"Typhlodromus transvaalensis"	-82	29
"Typhlodromus transvaalensis"	-80.26838	25.72149
"Typhlodromus transvaalensis"	-47.8837119	-24.6143766
"Typhlodromus transvaalensis"	55.53241	-21.13317
"Typhlodromus transvaalensis"	55.53241	-21.13317
"Typhlodromus transvaalensis"	55.53241	-21.13317
"Typhlodromus pirianykae"	39.93	43.45
"Typhlodromus porathi"	35.44	32.99
"Typhlodromus porathi"	35.44	32.99
"Typhlodromus porathi"	35.44	32.99
"Typhlodromus porathi"	35.44	32.99
"Typhlodromus recki"	35.1	44.55
"Typhlodromus recki"	35.27	45.15
"Typhlodromus recki"	34.17	44.53
"Typhlodromus recki"	35.5	33.8
"Typhlodromus recki"	35.5	33.8
"Typhlodromus recki"	35.5	33.8
"Typhlodromus recki"	35.5	33.8
"Typhlodromus recki"	9.7	45
"Typhlodromus recki"	9.7	45
"Typhlodromus recki"	13.3909	37.8885
"Typhlodromus recki"	13.3909	37.8885
"Typhlodromus recki"	3.874	43.6825
"Typhlodromus recki"	3.874	43.6825
"Typhlodromus rhenanoides"	39.91	43.48
"Typhlodromus rhenanoides"	0.73	39.87
"Typhlodromus rhenanoides"	0.72	39.86
"Typhlodromus rhenanoides"	-61.53977	16.19759
"Typhlodromus rhenanoides"	-61.53977	16.19759
"Typhlodromus rhenanoides"	-61.53977	16.19759
"Typhlodromus rhenanus"	65.27	57.14
"Typhlodromus rhenanus"	65.27	57.14
"Typhlodromus rhenanus"	29.243	69.147
"Typhlodromus rhenanus"	29.115	70.218
"Typhlodromus rhenanus"	11.08	59.56
"Typhlodromus rhenanus"	7.249197	50.748791
"Typhlodromus rhenanus"	7.249197	50.748791
"Typhlodromus rhenanus"	7.249197	50.748791
"Typhlodromus rhenanus"	7.249197	50.748791
"Typhlodromus rhenanus"	7.249197	50.748791
"Typhlodromus rhenanus"	10.654	60.571
"Typhlodromus rhenanus"	7.205	62.1
"Typhlodromus rhenanus"	5.807	58.711
"Typhlodromus rhenanus"	8.596	58.343
"Typhlodromus rhenanus"	9.9035	59.7742
"Typhlodromus rhenanus"	5.6	52.2
"Typhlodromus rhenanus"	5.6	52.2
"Typhlodromus rhenanus"	5.6	52.2
"Typhlodromus rhenanus"	-86.48	42.11
"Typhlodromus rhenanus"	-120.66	46.58
"Typhlodromus rhenanus"	-120.66	46.58
"Typhlodromus rhenanus"	-120.5	46.6
"Typhlodromus rhenanus"	-120.66	46.58
"Typhlodromus rhenanus"	-120.66	46.58
"Typhlodromus rhenanus"	-95.24	38.97
"Typhlodromus rhenanus"	-95.24	38.97
"Typhlodromus rhenanus"	-95.24	38.97
"Typhlodromus richteri"	86.41	50.15
"Typhlodromus richteri"	65.27	57.14
"Typhlodromus richteri"	25.200443	60.456775
"Typhlodromus richteri"	25.314552	60.221662
"Typhlodromus richteri"	25.656049	62.134125
"Typhlodromus richteri"	24.992231	61.06357
"Typhlodromus richteri"	25.314552	60.221662
"Typhlodromus richteri"	7.57	43.97
"Typhlodromus richteri"	7.358	59.356
"Typhlodromus richteri"	13.36667	56.01667
"Typhlodromus richteri"	10.8047	59.6719
"Typhlodromus richteri"	9.501	59.63
"Typhlodromus richteri"	13.06667	55.65
"Typhlodromus richteri"	13	52
"Typhlodromus richteri"	13	52
"Typhlodromus richteri"	13	52
"Typhlodromus richteri"	13	52
"Typhlodromus rickeri"	-120.02	37.52
"Typhlodromus rivulus"	11	52
"Typhlodromus sapiens"	7.57	43.97
"Typhlodromus sapiens"	7.57	43.97
"Typhlodromus singularis"	-140.151	69.163
"Typhlodromus singularis"	-120.037	51.65
"Typhlodromus singularis"	-118.219	51.0158
"Typhlodromus singularis"	-118.764	55.1799
"Typhlodromus singularis"	-117.522	51.301
"Typhlodromus singularis"	-117.522	51.301
"Typhlodromus singularis"	-134.953	60.5954
"Typhlodromus singularis"	-117.522	51.301
"Typhlodromus singularis"	-118.207	51.022
"Typhlodromus suecicus"	13.086	65.932
"Typhlodromus suecicus"	29.243	69.147
"Typhlodromus verrucosus"	86.41	50.15
